Arrival Date,F_Governorate_En,F_District_En,F_Sub-District_En,F_Community_En,T_Governorate_En,T_District_En,T_Sub-District_En,T_Community_En,T_Camp_En,New Arrivals (Ind),New Arrivals (HH),Most common shelter type for new arrivals,Most common tenancy arrangement for new arrivals,1st priority need of IDPs arriving during the coverage period,2nd priority need of IDPs arriving during the coverage period,3rd priority need of IDPs arriving during the coverage period,F_Governorate_PCODE,F_District_PCODE,F_Sub-District_PCODE,F_Community_PCODE,T_Governorate_PCODE,T_District_PCODE,T_Sub-District_PCODE,T_Community_PCODE,T_Camp_PCODE
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Jarablus,Ghandorah,Hmeireh - Ashkaji,,16,3,Solid_finished_houses_apartments,,Health,NFI,Winterization,SY02,SY0202,SY020200,,SY02,SY0208,SY020801,C2258,
1-31 December,Aleppo,Jarablus,Ghandorah,,Aleppo,Jarablus,Ghandorah,Sweida - Qorret Tashli,,45,8,Self_settled_Camp,,Winterization,Livelihoods,Cash,SY02,SY0208,SY020801,,SY02,SY0208,SY020801,C2259,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Jarablus,Ghandorah,Jeb Eldam Jrables,,28,5,Solid_finished_houses_apartments,,NFI,Livelihoods,Winterization,SY02,SY0202,SY020200,,SY02,SY0208,SY020801,C2262,
1-31 December,Aleppo,Jarablus,Ghandorah,,Aleppo,Jarablus,Ghandorah,Ghanameh,,17,3,Solid_finished_houses_apartments,,Livelihoods,Winterization,NFI,SY02,SY0208,SY020801,,SY02,SY0208,SY020801,C2266,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Hama,As-Suqaylabiyah,Ziyara,Doqmaq,,27,5,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY05,SY0502,SY050202,,SY05,SY0502,SY050202,C3156,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Hama,As-Suqaylabiyah,Ziyara,Doqmaq,,22,4,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0700,SY070005,,SY05,SY0502,SY050202,C3156,
1-31 December,Idleb,Harim,Dana,,Hama,As-Suqaylabiyah,Ziyara,Doqmaq,,16,3,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070301,,SY05,SY0502,SY050202,C3156,
1-31 December,Idleb,Harim,Dana,,Hama,As-Suqaylabiyah,Ziyara,Doqmaq,,11,2,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0703,SY070301,,SY05,SY0502,SY050202,C3156,
1-31 December,Idleb,Ariha,Ehsem,,Hama,As-Suqaylabiyah,Ziyara,Doqmaq,,28,5,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY05,SY0502,SY050202,C3156,
1-31 December,Idleb,Idleb,Idleb,,Hama,As-Suqaylabiyah,Ziyara,Zayzun (Ziyara),,17,3,Solid_finished_houses_apartments,,Livelihoods,Winterization,Cash,SY07,SY0700,SY070000,,SY05,SY0502,SY050202,C3161,
1-31 December,Idleb,Idleb,Idleb,,Hama,As-Suqaylabiyah,Ziyara,Zayzun (Ziyara),,18,3,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0700,SY070000,,SY05,SY0502,SY050202,C3161,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Hama,As-Suqaylabiyah,Ziyara,Zayzun (Ziyara),,12,2,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0700,SY070005,,SY05,SY0502,SY050202,C3161,
1-31 December,Idleb,Harim,Dana,,Hama,As-Suqaylabiyah,Ziyara,Zayzun (Ziyara),,6,1,Solid_finished_houses_apartments,,Livelihoods,Winterization,Cash,SY07,SY0703,SY070301,,SY05,SY0502,SY050202,C3161,
1-31 December,Idleb,Harim,Dana,,Hama,As-Suqaylabiyah,Ziyara,Zayzun (Ziyara),,18,3,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0703,SY070301,,SY05,SY0502,SY050202,C3161,
1-31 December,Idleb,Jisr-Ash-Shugur,Darkosh,,Hama,As-Suqaylabiyah,Ziyara,Zayzun (Ziyara),,12,2,Solid_finished_houses_apartments,,Livelihoods,Winterization,Cash,SY07,SY0704,SY070402,,SY05,SY0502,SY050202,C3161,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Hama,As-Suqaylabiyah,Ziyara,Qarqur,,6,1,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0700,SY070005,,SY05,SY0502,SY050202,C3168,
1-31 December,Idleb,Harim,Dana,,Hama,As-Suqaylabiyah,Ziyara,Qarqur,,12,2,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0703,SY070301,,SY05,SY0502,SY050202,C3168,
1-31 December,Idleb,Harim,Dana,,Hama,As-Suqaylabiyah,Ziyara,Qastun,,17,3,Solid_finished_houses_apartments,,Cash,Winterization,Safety,SY07,SY0703,SY070301,,SY05,SY0502,SY050202,C3170,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Hama,As-Suqaylabiyah,Ziyara,Qastun,,16,3,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0704,SY070400,,SY05,SY0502,SY050202,C3170,
1-31 December,Idleb,Jisr-Ash-Shugur,Darkosh,,Hama,As-Suqaylabiyah,Ziyara,Qastun,,12,2,Solid_finished_houses_apartments,,Cash,Winterization,Safety,SY07,SY0704,SY070402,,SY05,SY0502,SY050202,C3170,
1-31 December,Idleb,Ariha,Ehsem,,Hama,As-Suqaylabiyah,Ziyara,Qastun,,6,1,Solid_finished_houses_apartments,,Cash,Winterization,Safety,SY07,SY0705,SY070501,,SY05,SY0502,SY050202,C3170,
1-31 December,Idleb,Ariha,Ehsem,,Hama,As-Suqaylabiyah,Ziyara,Qastun,,11,2,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0705,SY070501,,SY05,SY0502,SY050202,C3170,
1-31 December,Idleb,Ariha,Mhambal,,Hama,As-Suqaylabiyah,Ziyara,Qastun,,16,3,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0705,SY070502,,SY05,SY0502,SY050202,C3170,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Idleb,Idleb,Tab Issa - Eastern And Western,,10,2,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0700,SY070000,,SY07,SY0700,SY070000,C3870,
1-31 December,Aleppo,A'zaz,A'zaz,,Idleb,Idleb,Idleb,Idleb,,60,10,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY02,SY0204,SY020400,,SY07,SY0700,SY070000,C3871,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Idleb,Idleb,Idleb,,116,20,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0700,SY070000,,SY07,SY0700,SY070000,C3871,
1-31 December,Idleb,Harim,Dana,,Idleb,Idleb,Idleb,Mastumeh,,14,3,Unfinished_damaged_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0703,SY070301,,SY07,SY0700,SY070000,C3872,
1-31 December,Aleppo,A'zaz,A'zaz,,Idleb,Idleb,Idleb,Sijer - Bqesemtoh,,50,10,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY02,SY0204,SY020400,,SY07,SY0700,SY070000,C3873,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Idleb,Idleb,Arshani,,22,4,Self_settled_Camp,,Winterization,Cash,Food,SY07,SY0705,SY070500,,SY07,SY0700,SY070000,C3875,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Idleb,Idleb,Arshani,,73,13,Self_settled_Camp,,Winterization,Cash,Food,SY07,SY0705,SY070501,,SY07,SY0700,SY070000,C3875,
1-31 December,Aleppo,Al Bab,Al Bab,,Idleb,Idleb,Idleb,Falyun,,37,7,Unfinished_damaged_houses_apartments,,Winterization,Cash,Food,SY02,SY0202,SY020200,,SY07,SY0700,SY070000,C3877,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Idleb,Bennsh,Bennsh,,29,5,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY02,SY0203,SY020300,,SY07,SY0700,SY070002,C3904,
1-31 December,Aleppo,A'zaz,A'zaz,,Idleb,Idleb,Bennsh,Bennsh,,29,5,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY02,SY0204,SY020400,,SY07,SY0700,SY070002,C3904,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Idleb,Bennsh,Bennsh,,58,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070500,,SY07,SY0700,SY070002,C3904,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Idleb,Bennsh,Foah,,65,12,Unfinished_damaged_houses_apartments,,Cash,Winterization,Food,SY07,SY0700,SY070005,,SY07,SY0700,SY070002,C3905,
1-31 December,Idleb,Harim,Dana,,Idleb,Idleb,Bennsh,Foah,,80,15,Unfinished_damaged_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070301,,SY07,SY0700,SY070002,C3905,
1-31 December,Idleb,Harim,Qourqeena,,Idleb,Idleb,Bennsh,Foah,,28,5,Unfinished_damaged_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070304,,SY07,SY0700,SY070002,C3905,
1-31 December,Idleb,Harim,Armanaz,,Idleb,Idleb,Bennsh,Foah,,21,4,Unfinished_damaged_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070305,,SY07,SY0700,SY070002,C3905,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Idleb,Bennsh,Toum,,45,10,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0700,SY070002,C3906,
1-31 December,Idleb,Harim,Dana,,Idleb,Idleb,Teftnaz,Shallakh,,62,12,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070301,,SY07,SY0700,SY070004,C3934,
1-31 December,Idleb,Harim,Kafr Takharim,,Idleb,Idleb,Teftnaz,Shallakh,,15,3,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070303,,SY07,SY0700,SY070004,C3934,
1-31 December,Idleb,Harim,Qourqeena,,Idleb,Idleb,Teftnaz,Shallakh,,10,2,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070304,,SY07,SY0700,SY070004,C3934,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Idleb,Maaret Tamsrin,Zardana Mashehad,,17,3,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0700,SY070000,,SY07,SY0700,SY070005,C3938,
1-31 December,Idleb,Harim,Dana,,Idleb,Idleb,Maaret Tamsrin,Zardana Mashehad,,63,11,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0703,SY070301,,SY07,SY0700,SY070005,C3938,
1-31 December,Idleb,Harim,Qourqeena,,Idleb,Idleb,Maaret Tamsrin,Zardana Mashehad,,40,7,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0703,SY070304,,SY07,SY0700,SY070005,C3938,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Idleb,Maaret Tamsrin,Taltuneh,,54,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070500,,SY07,SY0700,SY070005,C3940,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Idleb,Maaret Tamsrin,Taltuneh,,21,4,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY07,SY0700,SY070005,C3940,
1-31 December,Aleppo,A'zaz,Mare',,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,,61,12,Self_settled_Camp,,Cash,Winterization,Shelter,SY02,SY0204,SY020403,,SY07,SY0700,SY070005,C3942,
1-31 December,Idleb,Al Ma'ra,Kafr Nobol,,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,,31,6,Self_settled_Camp,,Cash,Winterization,Shelter,SY07,SY0702,SY070203,,SY07,SY0700,SY070005,C3942,
1-31 December,Aleppo,Al Bab,Al Bab,,Idleb,Idleb,Maaret Tamsrin,Haranbush,,25,4,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY02,SY0202,SY020200,,SY07,SY0700,SY070005,C3943,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Idleb,Maaret Tamsrin,Haranbush,,37,6,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070500,,SY07,SY0700,SY070005,C3943,
1-31 December,Idleb,Harim,Dana,,Idleb,Idleb,Maaret Tamsrin,Hazano,,50,10,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0703,SY070301,,SY07,SY0700,SY070005,C3944,
1-31 December,Idleb,Harim,Dana,,Idleb,Idleb,Maaret Tamsrin,Hazano,,45,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070301,,SY07,SY0700,SY070005,C3944,
1-31 December,Aleppo,Al Bab,Al Bab,,Idleb,Idleb,Maaret Tamsrin,Kafr Jales,,50,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY02,SY0202,SY020200,,SY07,SY0700,SY070005,C3945,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Idleb,Maaret Tamsrin,Murin (Maaret Tamsrin),,58,10,Self_settled_Camp,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY07,SY0700,SY070005,C3946,
1-31 December,Aleppo,Al Bab,Ar-Ra'ee,,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,,52,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY02,SY0202,SY020203,,SY07,SY0700,SY070005,C3947,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,,54,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY02,SY0203,SY020300,,SY07,SY0700,SY070005,C3947,
1-31 December,Idleb,Al Ma'ra,Kafr Nobol,,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,,27,5,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0702,SY070203,,SY07,SY0700,SY070005,C3947,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,,167,32,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY07,SY0700,SY070005,C3947,
1-31 December,Idleb,Al Ma'ra,Kafr Nobol,,Idleb,Idleb,Maaret Tamsrin,Kafr Nabi,,27,5,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0702,SY070203,,SY07,SY0700,SY070005,C3948,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Idleb,Maaret Tamsrin,Kafr Nabi,,53,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070500,,SY07,SY0700,SY070005,C3948,
1-31 December,Idleb,Harim,Qourqeena,,Idleb,Idleb,Maaret Tamsrin,Marabona,,45,7,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070304,,SY07,SY0700,SY070005,C3948,
1-31 December,Aleppo,Al Bab,Al Bab,,Idleb,Idleb,Maaret Tamsrin,Kelly,,80,14,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY02,SY0202,SY020200,,SY07,SY0700,SY070005,C3949,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Idleb,Maaret Tamsrin,Kelly,,58,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070500,,SY07,SY0700,SY070005,C3949,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Idleb,Maaret Tamsrin,Kelly,,48,7,Self_settled_Camp,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY07,SY0700,SY070005,C3949,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Idleb,Maaret Tamsrin,Maaret Elekhwan,,50,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY07,SY0700,SY070005,C3950,
1-31 December,Idleb,Harim,Dana,,Idleb,Idleb,Sarmin,Sarmin,,34,6,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070301,,SY07,SY0700,SY070006,C3953,
1-31 December,Idleb,Harim,Dana,,Idleb,Idleb,Sarmin,Sarmin,,29,5,Unfinished_damaged_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070301,,SY07,SY0700,SY070006,C3953,
1-31 December,Idleb,Harim,Kafr Takharim,,Idleb,Idleb,Sarmin,Sarmin,,17,3,Unfinished_damaged_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070303,,SY07,SY0700,SY070006,C3953,
1-31 December,Idleb,Harim,Qourqeena,,Idleb,Idleb,Sarmin,Sarmin,,46,8,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070304,,SY07,SY0700,SY070006,C3953,
1-31 December,Idleb,Harim,Armanaz,,Idleb,Idleb,Sarmin,Sarmin,,34,6,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070305,,SY07,SY0700,SY070006,C3953,
1-31 December,Idleb,Harim,Armanaz,,Idleb,Idleb,Sarmin,Sarmin,,40,7,Unfinished_damaged_houses_apartments,,Cash,Winterization,Food,SY07,SY0703,SY070305,,SY07,SY0700,SY070006,C3953,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Harim,Harim,Harim,,26,5,Solid_finished_houses_apartments,,Shelter,Winterization,Cash,SY02,SY0203,SY020300,,SY07,SY0703,SY070300,C4115,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Harim,Harim,Harim,,19,4,Unfinished_damaged_houses_apartments,,Cash,Shelter,Food,SY02,SY0203,SY020300,,SY07,SY0703,SY070300,C4115,
1-31 December,Idleb,Harim,Dana,,Idleb,Harim,Harim,Harim,,16,3,Solid_finished_houses_apartments,,Shelter,Winterization,Cash,SY07,SY0703,SY070301,,SY07,SY0703,SY070300,C4115,
1-31 December,Idleb,Harim,Dana,,Idleb,Harim,Harim,Harim,,14,3,Unfinished_damaged_houses_apartments,,Cash,Shelter,Food,SY07,SY0703,SY070301,,SY07,SY0703,SY070300,C4115,
1-31 December,Idleb,Harim,Harim,,Idleb,Harim,Harim,Besnaya - Bseineh,,53,10,Unfinished_damaged_houses_apartments,,Shelter,Food,Winterization,SY07,SY0703,SY070300,,SY07,SY0703,SY070300,C4116,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Harim,Dana,Hezreh - Hezri,,68,12,Planned_camp,,Winterization,Food,Cash,SY07,SY0700,SY070005,,SY07,SY0703,SY070301,C4120,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Harim,Dana,Sarmada,,170,30,Self_settled_Camp,,Winterization,Cash,Food,SY02,SY0203,SY020300,,SY07,SY0703,SY070301,C4121,
1-31 December,Aleppo,Afrin,Jandairis,,Idleb,Harim,Dana,Sarmada,,85,15,Self_settled_Camp,,Winterization,Cash,Food,SY02,SY0203,SY020302,,SY07,SY0703,SY070301,C4121,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Dana,Sarmada,,172,30,Self_settled_Camp,,Winterization,Cash,Food,SY07,SY0705,SY070500,,SY07,SY0703,SY070301,C4121,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Harim,Dana,Sarmada,,74,13,Self_settled_Camp,,Winterization,Cash,Food,SY07,SY0705,SY070501,,SY07,SY0703,SY070301,C4121,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Dana,Tal Elkaramej,,74,13,Planned_camp,,Winterization,Food,Cash,SY07,SY0705,SY070500,,SY07,SY0703,SY070301,C4122,
1-31 December,Aleppo,Al Bab,Al Bab,,Idleb,Harim,Dana,Dana (Dana),,75,15,Planned_camp,,Winterization,Cash,Food,SY02,SY0202,SY020200,,SY07,SY0703,SY070301,C4126,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Harim,Dana,Dana (Dana),,200,40,Planned_camp,,Winterization,Cash,Food,SY02,SY0203,SY020300,,SY07,SY0703,SY070301,C4126,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Harim,Dana,Dana (Dana),,50,10,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0700,SY070005,,SY07,SY0703,SY070301,C4126,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Harim,Dana,Dana (Dana),,150,30,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0705,SY070501,,SY07,SY0703,SY070301,C4126,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Harim,Dana,Aqrabat (Dana),,57,10,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY07,SY0703,SY070301,C4127,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Dana,Burj Elnumra,,114,20,Planned_camp,,Winterization,Food,Cash,SY07,SY0705,SY070500,,SY07,SY0703,SY070301,C4128,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Harim,Dana,Deir Hassan - Darhashan,,171,30,Planned_camp,,Winterization,Cash,Food,SY07,SY0700,SY070005,,SY07,SY0703,SY070301,C4129,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Dana,Deir Hassan - Darhashan,,199,35,Planned_camp,,Winterization,Cash,Food,SY07,SY0705,SY070500,,SY07,SY0703,SY070301,C4129,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Harim,Dana,Kafr Deryan,,57,10,Self_settled_Camp,,Winterization,Cash,Food,SY07,SY0705,SY070501,,SY07,SY0703,SY070301,C4132,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Harim,Salqin,Abu Talha,,25,5,Solid_finished_houses_apartments,,Shelter,Cash,Winterization,SY02,SY0203,SY020300,,SY07,SY0703,SY070302,C4133,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Salqin,Abu Talha,,25,5,Solid_finished_houses_apartments,,Shelter,Cash,Winterization,SY07,SY0700,SY070000,,SY07,SY0703,SY070302,C4133,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Harim,Salqin,Al Omairieh,,33,7,Solid_finished_houses_apartments,,Shelter,Cash,Food,SY07,SY0700,SY070005,,SY07,SY0703,SY070302,C4133,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Harim,Salqin,Hamziyeh,,28,5,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0705,SY070501,,SY07,SY0703,SY070302,C4134,
1-31 December,Idleb,Harim,Salqin,,Idleb,Harim,Salqin,Ein Elbikara,,38,8,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0703,SY070302,,SY07,SY0703,SY070302,C4136,
1-31 December,Idleb,Harim,Salqin,,Idleb,Harim,Salqin,Tlul,,33,7,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0703,SY070302,,SY07,SY0703,SY070302,C4137,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Tlul,,39,7,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C4137,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Harim,Salqin,Saidiyeh (Salqin),,37,7,Self_settled_Camp,,Shelter,Food,Cash,SY05,SY0502,SY050202,,SY07,SY0703,SY070302,C4138,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Saidiyeh (Salqin),,37,7,Self_settled_Camp,,Shelter,Food,Cash,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C4138,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Harim,Salqin,Saidiyeh (Salqin),,35,7,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0705,SY070502,,SY07,SY0703,SY070302,C4138,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Little Hir Jamus,,38,8,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C4139,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Salqin,Salqin,,30,7,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0700,SY070000,,SY07,SY0703,SY070302,C4140,
1-31 December,Idleb,Harim,Salqin,,Idleb,Harim,Salqin,Salqin,,100,21,Planned_camp,,Cash,Food,Winterization,SY07,SY0703,SY070302,,SY07,SY0703,SY070302,C4140,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Salqin,,48,10,Planned_camp,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C4140,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Salqin,Big Hir Jamus,,23,5,Self_settled_Camp,,Cash,Food,Winterization,SY07,SY0700,SY070000,,SY07,SY0703,SY070302,C4141,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Big Hir Jamus,,45,10,Self_settled_Camp,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C4141,
1-31 December,Idleb,Idleb,Sarmin,,Idleb,Harim,Salqin,Azmarin,,38,7,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0700,SY070006,,SY07,SY0703,SY070302,C4143,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Azmarin,,43,8,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C4143,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Harim,Salqin,Azmarin,,33,6,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0705,SY070502,,SY07,SY0703,SY070302,C4143,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Salqin,Bozanti,,11,2,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0700,SY070000,,SY07,SY0703,SY070302,C4144,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Bozanti,,28,5,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C4144,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Delbiya,,14,3,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C4146,
1-31 December,Idleb,Idleb,Sarmin,,Idleb,Harim,Salqin,Tellemar,,40,7,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0700,SY070006,,SY07,SY0703,SY070302,C4148,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Harim,Salqin,Tellemar,,53,9,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0705,SY070502,,SY07,SY0703,SY070302,C4148,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Salqin,Kafarna,,22,4,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0700,SY070000,,SY07,SY0703,SY070302,C4149,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Harim,Salqin,Kafarna,,17,3,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0704,SY070400,,SY07,SY0703,SY070302,C4149,
1-31 December,Idleb,Idleb,Bennsh,,Idleb,Harim,Salqin,Kafr Hind,,21,4,Solid_finished_houses_apartments,,Cash,Winterization,Shelter,SY07,SY0700,SY070002,,SY07,SY0703,SY070302,C4151,
